stid,hisei,hisced,famstruc,sex,hlang,wealth,m2m_p,m2m_s,wkp2019,hsl2019,hel2019,fts2019,sa3,brthplace_aust_2011_ce_p,brthplace_elsewhere_2011_ce_p,lsh_eng_only_2011_ce_p,lsh_oth_lan_2011_ce_p,med_tot_hh_inc_wee_c2011,average_hh_size_c2011,lfs_unem_lfw_c11_m,lfs_tot_lforc_c11_m,n_lforc_c11_m
5412,53,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,1 Female,2 Another language,1.34,"1 No, never","1 No, never",797.28,1 Year 12,BA,1 Full-time,12502,32946,23908,31496,25599,1437,2.8,840,15345,7073
5413,69,"4 ISCED 3A - Year 12, ISCED 4 - TAFE Training Certificate",2 Nuclear family,1 Female,1 Language of test,.99,"1 No, never","1 No, never",1245.55,2 Year 11,Cert I/II,3 Not studying,51104,42680,7418,47346,2873,1128,2.5,760,14779,5378
5414,54,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,2 Male,1 Language of test,0,"1 No, never","1 No, never",,1 Year 12,BA,3 Not studying,12003,63342,64710,59005,69711,1417,2.6,2289,37654,14421
5415,71,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,1 Female,1 Language of test,.7,"1 No, never","1 No, never",,1 Year 12,No qual,2 Part-time,60101,14100,807,14860,319,969,2.7,285,3597,1748
5416,74,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,2 Male,1 Language of test,1.35,"2 Yes, once","1 No, never",1317.56,1 Year 12,BA,3 Not studying,40303,45994,13661,51674,8352,1381,2.5,773,16435,7127
5417,74,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,1 Female,1 Language of test,.99,"1 No, never","1 No, never",,1 Year 12,Cert III/IV/Dip,3 Not studying,21305,100761,56396,106469,50848,1410,2.9,2572,46433,13006
5418,59,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,1 Female,1 Language of test,1.78,"1 No, never","1 No, never",,1 Year 12,BA,1 Full-time,40403,38437,16822,39071,16413,1023,2.3,926,15634,7150
5419,70,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,2 Male,1 Language of test,1.79,"1 No, never","1 No, never",801.8,1 Year 12,BA,1 Full-time,40301,23832,7486,28478,2997,1163,2.1,444,8841,4057
5420,51,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,1 Female,2 Another language,2.37,"1 No, never","1 No, never",1956.41,1 Year 12,BA,2 Part-time,21102,19075,5685,20617,4229,1886,3,271,7295,2451
5421,49,5 ISCED 5B - TAFE Diploma,2 Nuclear family,2 Male,1 Language of test,.22,"1 No, never","1 No, never",,1 Year 12,BA,3 Not studying,10401,43212,3591,46255,914,769,2.4,953,10174,8492
5422,51,"4 ISCED 3A - Year 12, ISCED 4 - TAFE Training Certificate",2 Nuclear family,1 Female,1 Language of test,.6899999999999999,"1 No, never","1 No, never",737.46,1 Year 12,BA,1 Full-time,50704,60326,33691,76972,17651,1634,2.6,1119,27239,9765
5423,43,"4 ISCED 3A - Year 12, ISCED 4 - TAFE Training Certificate",2 Nuclear family,2 Male,1 Language of test,.21,"1 No, never","1 No, never",,1 Year 12,No qual,3 Not studying,60203,31181,3534,34633,622,811,2.4,722,8715,5426
5424,40,5 ISCED 5B - TAFE Diploma,2 Nuclear family,1 Female,1 Language of test,.99,"1 No, never","1 No, never",,1 Year 12,No qual,3 Not studying,50403,66121,31097,81106,16501,1457,2.8,1239,28853,7832
5425,45,5 ISCED 5B - TAFE Diploma,2 Nuclear family,1 Female,1 Language of test,2.39,"1 No, never","1 No, never",661.9400000000001,1 Year 12,BA,3 Not studying,12403,95754,23150,105699,13857,1423,2.8,1720,34674,10152
5426,50,"4 ISCED 3A - Year 12, ISCED 4 - TAFE Training Certificate",1 Single parent family,2 Male,1 Language of test,.19,"1 No, never","1 No, never",1334.51,1 Year 12,Cert III/IV/Dip,3 Not studying,21501,52381,3918,55094,1608,854,2.3,560,14946,7805
5427,32,"4 ISCED 3A - Year 12, ISCED 4 - TAFE Training Certificate",2 Nuclear family,1 Female,1 Language of test,.38,"1 No, never","1 No, never",413.91,1 Year 12,Post-grad,3 Not studying,21501,52381,3918,55094,1608,854,2.3,560,14946,7805
5428,30,5 ISCED 5B - TAFE Diploma,2 Nuclear family,2 Male,1 Language of test,.01,"1 No, never","1 No, never",581.0599999999999,2 Year 11,Cert I/II,1 Full-time,60202,18317,2671,20785,441,877,2.4,315,5294,2995
5429,59,"4 ISCED 3A - Year 12, ISCED 4 - TAFE Training Certificate",2 Nuclear family,2 Male,1 Language of test,1.04,"1 No, never","1 No, never",1916.69,1 Year 12,BA,3 Not studying,11203,67478,12783,77989,3122,845,2.4,1649,18390,12954
5430,43,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,1 Female,1 Language of test,.43,"1 No, never","1 No, never",,1 Year 12,BA,3 Not studying,50302,49124,34783,64428,19778,1702,2.1,1186,28999,7367
5431,53,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,2 Male,1 Language of test,.21,"2 Yes, once","1 No, never",,1 Year 12,Cert III/IV/Dip,2 Part-time,51003,20356,6480,23698,3038,2799,2.9,215,12164,921
5432,70,5 ISCED 5B - TAFE Diploma,2 Nuclear family,1 Female,1 Language of test,.44,"1 No, never","1 No, never",,1 Year 12,Cert III/IV/Dip,3 Not studying,40402,37320,15975,39520,14288,946,2.3,1060,14312,7411
5433,30,"4 ISCED 3A - Year 12, ISCED 4 - TAFE Training Certificate",1 Single parent family,2 Male,1 Language of test,.58,"1 No, never","1 No, never",,1 Year 12,BA,3 Not studying,50403,66121,31097,81106,16501,1457,2.8,1239,28853,7832
5434,51,5 ISCED 5B - TAFE Diploma,2 Nuclear family,2 Male,1 Language of test,1.33,"1 No, never","1 No, never",1768.7,3 Year 10,Cert III/IV/Dip,3 Not studying,10602,56471,4922,59952,2000,1315,2.7,752,17031,6064
5435,69,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,1 Female,1 Language of test,1.33,"1 No, never","1 No, never",1982.83,1 Year 12,BA,3 Not studying,30909,32628,17661,41138,9326,1026,2.4,1302,13994,6197
5436,66,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,2 Male,1 Language of test,1.76,"1 No, never","1 No, never",,1 Year 12,BA,3 Not studying,50302,49124,34783,64428,19778,1702,2.1,1186,28999,7367
5437,51,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,2 Male,1 Language of test,.21,"1 No, never","1 No, never",1384.81,1 Year 12,No qual,2 Part-time,10301,37491,3679,39490,1406,1122,2.5,576,11102,5294
5438,43,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,2 Male,1 Language of test,.99,"1 No, never","1 No, never",1298.29,3 Year 10,BA,3 Not studying,12102,47929,25984,54771,19438,1718,2.8,967,21612,6872
5439,69,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,1 Female,1 Language of test,.7,"2 Yes, once","1 No, never",601.85,1 Year 12,BA,3 Not studying,80107,67563,16338,73268,11140,1963,2.8,866,26249,6328
5440,56,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,1 Female,1 Language of test,.01,"1 No, never","1 No, never",1639.42,1 Year 12,Cert III/IV/Dip,3 Not studying,80101,65818,22026,71241,17018,1802,2.6,1082,26559,8345
5441,56,5 ISCED 5B - TAFE Diploma,1 Single parent family,1 Female,1 Language of test,1.78,"1 No, never","1 No, never",,1 Year 12,No qual,1 Full-time,10601,72040,5631,76536,1582,1181,2.6,1032,21220,9341
5442,85,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,1 Female,1 Language of test,1.78,"1 No, never","1 No, never",1485.25,1 Year 12,Post-grad,3 Not studying,50301,40649,19971,52778,8068,2109,2.6,673,16770,6777
5443,56,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,1 Female,1 Language of test,.2,"1 No, never","1 No, never",,1 Year 12,BA,3 Not studying,11701,20236,16601,19775,17355,1244,2.6,555,10362,4340
5444,66,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,2 Male,1 Language of test,.38,"1 No, never","1 No, never",2214.3,1 Year 12,BA,3 Not studying,50705,65431,32730,92619,6065,1410,2.7,1498,28182,8920
5445,69,"4 ISCED 3A - Year 12, ISCED 4 - TAFE Training Certificate",2 Nuclear family,1 Female,1 Language of test,0,"3 Yes, twice or more","2 Yes, once",,1 Year 12,BA,1 Full-time,20605,55252,28471,66115,17999,1672,2,1307,29221,7182
5446,43,5 ISCED 5B - TAFE Diploma,1 Single parent family,1 Female,1 Language of test,1.33,"1 No, never","1 No, never",365.38,1 Year 12,Cert III/IV/Dip,1 Full-time,10201,128118,25829,146679,8659,1090,2.5,2489,39769,19644
5447,70,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,1 Female,1 Language of test,1.34,"1 No, never","1 No, never",965.18,1 Year 12,BA,3 Not studying,80104,31955,13779,32602,13265,2175,2.9,406,14281,2475
5448,54,"3 ISCED 3B, 3C - Yr 10 or 11",2 Nuclear family,1 Female,1 Language of test,.99,"1 No, never","2 Yes, once",735.84,1 Year 12,Cert III/IV/Dip,3 Not studying,80107,67563,16338,73268,11140,1963,2.8,866,26249,6328
5449,29,"4 ISCED 3A - Year 12, ISCED 4 - TAFE Training Certificate",1 Single parent family,2 Male,1 Language of test,.7,"1 No, never","1 No, never",,1 Year 12,Cert III/IV/Dip,1 Full-time,11103,128310,19141,136109,12679,1154,2.4,2486,40740,18618
5450,88,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",1 Single parent family,2 Male,1 Language of test,.2,"2 Yes, once","1 No, never",2564.63,1 Year 12,BA,2 Part-time,21105,114209,23528,130102,8665,1281,2.7,1521,40730,13271
5451,69,5 ISCED 5B - TAFE Diploma,2 Nuclear family,1 Female,1 Language of test,.21,"1 No, never","1 No, never",869.64,1 Year 12,No qual,1 Full-time,60105,36197,10212,40416,6129,1261,2.3,823,13101,5884
5452,69,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",1 Single parent family,2 Male,2 Another language,.75,"3 Yes, twice or more","1 No, never",,1 Year 12,BA,3 Not studying,80107,67563,16338,73268,11140,1963,2.8,866,26249,6328
5453,55,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,2 Male,1 Language of test,2.36,"2 Yes, once","1 No, never",,1 Year 12,BA,3 Not studying,11802,69563,49644,79916,38759,1578,2.4,1953,33897,15155
5454,52,"4 ISCED 3A - Year 12, ISCED 4 - TAFE Training Certificate",2 Nuclear family,2 Male,1 Language of test,1.33,"1 No, never","1 No, never",757.29,1 Year 12,Cert III/IV/Dip,3 Not studying,50503,83502,60453,117868,26917,1514,2.9,1841,41615,11281
5455,88,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,2 Male,2 Another language,.99,"2 Yes, once","1 No, never",,1 Year 12,No qual,2 Part-time,20701,107744,45022,115982,37463,1893,2.6,2009,43554,15975
5456,69,5 ISCED 5B - TAFE Diploma,2 Nuclear family,1 Female,1 Language of test,.44,"2 Yes, once","2 Yes, once",50.62,1 Year 12,No qual,1 Full-time,60203,31181,3534,34633,622,811,2.4,722,8715,5426
5457,34,"4 ISCED 3A - Year 12, ISCED 4 - TAFE Training Certificate",1 Single parent family,2 Male,1 Language of test,.7,"1 No, never","1 No, never",313.12,1 Year 12,Cert III/IV/Dip,3 Not studying,40702,54710,5995,58561,2575,937,2.4,949,17403,6719
5458,69,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,1 Female,1 Language of test,.21,"1 No, never","1 No, never",1571.51,2 Year 11,BA,3 Not studying,11103,128310,19141,136109,12679,1154,2.4,2486,40740,18618
5459,77,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,1 Female,1 Language of test,1.33,"1 No, never","1 No, never",624.24,1 Year 12,BA,3 Not studying,30203,24304,8443,27891,4997,1383,2.4,569,10429,3173
5460,50,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,1 Female,1 Language of test,.99,"1 No, never","1 No, never",292.48,1 Year 12,Post-grad,1 Full-time,40102,54757,11207,62945,3157,1388,2.7,768,19328,6323
5461,56,"4 ISCED 3A - Year 12, ISCED 4 - TAFE Training Certificate",2 Nuclear family,1 Female,1 Language of test,.99,"1 No, never","2 Yes, once",,1 Year 12,BA,3 Not studying,40202,58174,17457,68632,7613,891,2.6,1810,18763,9737
5462,51,"4 ISCED 3A - Year 12, ISCED 4 - TAFE Training Certificate",2 Nuclear family,2 Male,1 Language of test,.99,"2 Yes, once","1 No, never",620.71,1 Year 12,Cert III/IV/Dip,1 Full-time,21201,58779,12259,66350,5205,1303,2.8,822,20581,6019
5463,65,"3 ISCED 3B, 3C - Yr 10 or 11",2 Nuclear family,1 Female,1 Language of test,.45,"1 No, never","1 No, never",1558.37,1 Year 12,Cert III/IV/Dip,3 Not studying,10801,24989,2925,27674,671,725,2.2,526,5528,5843
5464,43,5 ISCED 5B - TAFE Diploma,1 Single parent family,1 Female,1 Language of test,.44,"1 No, never","1 No, never",,1 Year 12,BA,3 Not studying,50704,60326,33691,76972,17651,1634,2.6,1119,27239,9765
5465,37,"4 ISCED 3A - Year 12, ISCED 4 - TAFE Training Certificate",1 Single parent family,1 Female,1 Language of test,.7,"1 No, never","1 No, never",,1 Year 12,BA,2 Part-time,30501,29777,20965,37201,13796,1610,2,1195,18871,5267
5466,23,"3 ISCED 3B, 3C - Yr 10 or 11",1 Single parent family,2 Male,1 Language of test,.45,"1 No, never","1 No, never",593.27,1 Year 12,No qual,3 Not studying,10801,24989,2925,27674,671,725,2.2,526,5528,5843
5467,69,5 ISCED 5B - TAFE Diploma,2 Nuclear family,2 Male,1 Language of test,.01,"1 No, never","1 No, never",26.5,1 Year 12,BA,1 Full-time,11501,83256,46915,91198,39564,2139,3.1,1675,38055,11839
5468,51,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,2 Male,1 Language of test,1.34,"1 No, never","1 No, never",1960.45,1 Year 12,BA,3 Not studying,30201,28082,8327,31790,4808,1640,2.7,435,10739,3383
5469,50,"4 ISCED 3A - Year 12, ISCED 4 - TAFE Training Certificate",2 Nuclear family,2 Male,1 Language of test,.71,"1 No, never","1 No, never",114.72,1 Year 12,No qual,2 Part-time,30602,67546,18487,74442,12211,1082,2.5,1932,24355,8281
5470,66,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,1 Female,1 Language of test,1.34,"1 No, never","2 Yes, once",1581.12,1 Year 12,Post-grad,3 Not studying,40401,69485,28032,70484,27866,1015,2.4,1601,26291,13254
5471,43,5 ISCED 5B - TAFE Diploma,2 Nuclear family,1 Female,1 Language of test,1.78,"1 No, never","1 No, never",867.02,1 Year 12,BA,3 Not studying,40203,38088,19747,39402,18290,966,2.4,1109,15241,8287
5472,67,"4 ISCED 3A - Year 12, ISCED 4 - TAFE Training Certificate",2 Nuclear family,2 Male,1 Language of test,.58,"1 No, never","2 Yes, once",513.9400000000001,1 Year 12,Cert III/IV/Dip,3 Not studying,20502,35566,4554,39251,1352,797,2.3,584,9513,6711
5473,51,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,2 Male,1 Language of test,.71,"1 No, never","1 No, never",140.23,1 Year 12,BA,3 Not studying,20503,46571,7478,52182,2375,886,2.3,574,13985,7613
5474,69,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,1 Female,1 Language of test,.7,"1 No, never","1 No, never",,1 Year 12,No qual,1 Full-time,20502,35566,4554,39251,1352,797,2.3,584,9513,6711
5475,51,"4 ISCED 3A - Year 12, ISCED 4 - TAFE Training Certificate",2 Nuclear family,1 Female,1 Language of test,.44,"1 No, never","2 Yes, once",,3 Year 10,Cert I/II,3 Not studying,70203,14340,727,5320,9562,1114,3.6,401,3282,2143
5476,34,"3 ISCED 3B, 3C - Yr 10 or 11",2 Nuclear family,1 Female,2 Another language,.2,"1 No, never","1 No, never",,1 Year 12,No qual,3 Not studying,30304,23829,10667,26240,8350,1366,2.6,648,9968,3898
5477,55,"4 ISCED 3A - Year 12, ISCED 4 - TAFE Training Certificate",2 Nuclear family,2 Male,1 Language of test,1.78,"1 No, never","1 No, never",1686.85,1 Year 12,Cert III/IV/Dip,3 Not studying,40302,59722,21281,68764,12742,1064,2.3,1274,22259,10045
5478,69,5 ISCED 5B - TAFE Diploma,2 Nuclear family,1 Female,1 Language of test,.7,"1 No, never","1 No, never",,1 Year 12,No qual,1 Full-time,11102,60164,7089,65424,2300,1061,2.6,972,16788,9707
5479,77,"4 ISCED 3A - Year 12, ISCED 4 - TAFE Training Certificate",2 Nuclear family,1 Female,1 Language of test,.02,"2 Yes, once","1 No, never",94.42,1 Year 12,BA,1 Full-time,60105,36197,10212,40416,6129,1261,2.3,823,13101,5884
5480,71,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,2 Male,1 Language of test,.93,"1 No, never","1 No, never",2185.44,1 Year 12,BA,3 Not studying,80109,22362,9447,25292,6674,1822,2.4,332,9101,3548
5481,69,"3 ISCED 3B, 3C - Yr 10 or 11",2 Nuclear family,1 Female,1 Language of test,.99,"1 No, never","1 No, never",,1 Year 12,Cert III/IV/Dip,3 Not studying,12102,47929,25984,54771,19438,1718,2.8,967,21612,6872
5482,51,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,1 Female,2 Another language,.45,"1 No, never","1 No, never",1084.11,1 Year 12,Cert III/IV/Dip,3 Not studying,31401,63909,14313,74636,3919,1875,3,921,23656,5749
5483,69,"4 ISCED 3A - Year 12, ISCED 4 - TAFE Training Certificate",1 Single parent family,2 Male,1 Language of test,0,"1 No, never","1 No, never",1325.01,1 Year 12,BA,3 Not studying,80108,17205,4813,19347,2788,1834,2.5,201,6160,2350
5484,66,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,2 Male,1 Language of test,.21,"1 No, never","1 No, never",1714.63,1 Year 12,BA,3 Not studying,51003,20356,6480,23698,3038,2799,2.9,215,12164,921
5485,23,"3 ISCED 3B, 3C - Yr 10 or 11",2 Nuclear family,1 Female,1 Language of test,.21,"1 No, never","1 No, never",,1 Year 12,BA,3 Not studying,21601,32296,2313,34072,927,887,2.4,421,8985,4557
5486,71,5 ISCED 5B - TAFE Diploma,2 Nuclear family,1 Female,1 Language of test,1.33,"1 No, never","1 No, never",,1 Year 12,Cert III/IV/Dip,2 Part-time,10106,29778,2728,31793,1035,1068,2.5,364,8903,3661
5487,77,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",1 Single parent family,1 Female,1 Language of test,.21,"1 No, never","1 No, never",1334.73,1 Year 12,BA,3 Not studying,12401,59112,12532,68457,3854,1270,2.5,1019,19351,8207
5488,40,"3 ISCED 3B, 3C - Yr 10 or 11",1 Single parent family,1 Female,1 Language of test,0,"1 No, never","2 Yes, once",1492.67,1 Year 12,BA,3 Not studying,10601,72040,5631,76536,1582,1181,2.6,1032,21220,9341
5489,39,5 ISCED 5B - TAFE Diploma,2 Nuclear family,1 Female,1 Language of test,.58,"1 No, never","1 No, never",,1 Year 12,Cert III/IV/Dip,2 Part-time,12302,97084,41430,102710,37043,1253,2.9,2664,38252,14204
5490,38,5 ISCED 5B - TAFE Diploma,2 Nuclear family,1 Female,1 Language of test,1.33,"1 No, never","1 No, never",,1 Year 12,Cert III/IV/Dip,3 Not studying,60201,66263,9390,72032,4240,946,2.4,1405,19746,9482
5491,43,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,2 Male,1 Language of test,.22,"1 No, never","1 No, never",2153.81,1 Year 12,BA,3 Not studying,50704,60326,33691,76972,17651,1634,2.6,1119,27239,9765
5492,50,"4 ISCED 3A - Year 12, ISCED 4 - TAFE Training Certificate",2 Nuclear family,2 Male,1 Language of test,.71,"1 No, never","2 Yes, once",1651.37,1 Year 12,Cert III/IV/Dip,3 Not studying,10503,59928,3489,62001,1647,932,2.5,984,16315,7631
5493,51,5 ISCED 5B - TAFE Diploma,2 Nuclear family,1 Female,1 Language of test,1.78,"2 Yes, once","1 No, never",901.84,1 Year 12,No qual,3 Not studying,20901,87383,26186,91061,23235,1394,2.6,1481,31996,12638
5494,30,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",1 Single parent family,2 Male,1 Language of test,.45,"2 Yes, once","1 No, never",1339.55,1 Year 12,Post-grad,3 Not studying,50502,103104,63838,124134,43808,1345,2.4,2253,49658,17151
5495,53,"4 ISCED 3A - Year 12, ISCED 4 - TAFE Training Certificate",2 Nuclear family,2 Male,1 Language of test,.98,"1 No, never","1 No, never",467.9,1 Year 12,Cert III/IV/Dip,3 Not studying,10805,44280,4213,48051,1096,773,2.4,1004,10614,8473
5496,56,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,2 Male,1 Language of test,.4,"2 Yes, once","1 No, never",1581.95,1 Year 12,BA,3 Not studying,50704,60326,33691,76972,17651,1634,2.6,1119,27239,9765
5497,88,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,2 Male,1 Language of test,.6899999999999999,"1 No, never","1 No, never",,1 Year 12,BA,3 Not studying,21302,51167,23873,52814,22805,1310,2.5,1193,21491,8478
5498,46,5 ISCED 5B - TAFE Diploma,1 Single parent family,1 Female,1 Language of test,.7,"1 No, never","1 No, never",,1 Year 12,BA,3 Not studying,10805,44280,4213,48051,1096,773,2.4,1004,10614,8473
5499,70,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,2 Male,1 Language of test,1.77,"1 No, never","1 No, never",3166.78,1 Year 12,BA,3 Not studying,50603,43652,40572,56448,27873,1384,2.7,1410,25291,9002
5500,23,"4 ISCED 3A - Year 12, ISCED 4 - TAFE Training Certificate",2 Nuclear family,1 Female,1 Language of test,.01,"1 No, never","1 No, never",1008.36,1 Year 12,Post-grad,3 Not studying,30701,37618,2570,39582,1023,1052,2.5,376,12152,3550
5501,66,"6 ISCED 5A - Uni degree, ISCED 6 - PhD or equivalent",2 Nuclear family,2 Male,1 Language of test,.58,"1 No, never","1 No, never",2005.78,1 Year 12,BA,3 Not studying,21503,31798,3276,32817,2713,819,2.4,403,9384,4610
5502,36,5 ISCED 5B - TAFE Diploma,2 Nuclear family,1 Female,1 Language of test,1.33,"1 No, never","1 No, never",1887.21,1 Year 12,BA,2 Part-time,11101,100911,11017,108385,4663,1149,2.5,1560,29277,14578
5503,65,5 ISCED 5B - TAFE Diploma,2 Nuclear family,1 Female,1 Language of test,1.77,"1 No, never","1 No, never",,1 Year 12,BA,3 Not studying,10102,41311,9235,44878,6042,1688,2.6,473,15856,4095
5504,44,"4 ISCED 3A - Year 12, ISCED 4 - TAFE Training Certificate",2 Nuclear family,2 Male,1 Language of test,.7,"1 No, never","1 No, never",,1 Year 12,Cert III/IV/Dip,3 Not studying,12301,42658,7896,46477,4306,1782,3,548,14765,3534
